Code,Family,Speaker,Vitality,Country,Digital Language Support
axg,Unclassified,,Endangered,Brazil,Still
axk,Niger-Congo,10K to 1M,Stable,Central African Republic,Still
axl,Australian,,Endangered,Australia,Still
axx,Austronesian,Less than 10K,Endangered,New Caledonia,Still
aya,Ramu-Lower Sepik,Less than 10K,Endangered,Papua New Guinea,Still
ayb,Niger-Congo,10K to 1M,Stable,Benin,Still
ayc,Aymaran,10K to 1M,Stable,Peru,Still
ayd,Australian,,Extinct,Australia,Still
aye,Niger-Congo,Less than 10K,Endangered,Nigeria,Still
ayg,Niger-Congo,10K to 1M,Stable,Togo,Still
ayh,Afro-Asiatic,1M to 1B,Stable,Yemen,Emerging
ayi,Niger-Congo,10K to 1M,Stable,Nigeria,Still
ayk,Niger-Congo,,Stable,Nigeria,Still
ayl,Afro-Asiatic,1M to 1B,Institutional,Libya,Still
ayn,Afro-Asiatic,1M to 1B,Stable,Yemen,Emerging
ayo,Zamucoan,Less than 10K,Stable,Paraguay,Still
ayp,Afro-Asiatic,1M to 1B,Stable,Iraq,Still
ayq,Sepik,Less than 10K,Stable,Papua New Guinea,Still
ayr,Aymaran,1M to 1B,Stable,Bolivia,Ascending
ays,Austronesian,,Endangered,Philippines,Still
ayt,Austronesian,Less than 10K,Endangered,Philippines,Still
ayu,Niger-Congo,Less than 10K,Endangered,Nigeria,Still
ayz,Maybrat,10K to 1M,Stable,Indonesia,Still
aza,Sino-Tibetan,10K to 1M,Stable,China,Still
azb,Turkic,1M to 1B,Institutional,Iran,Still
azd,Uto-Aztecan,Less than 10K,Endangered,Mexico,Still
azg,Otomanguean,Less than 10K,Stable,Mexico,Still
azj,Turkic,1M to 1B,Institutional,Azerbaijan,Vital
azm,Otomanguean,Less than 10K,Endangered,Mexico,Still
azn,Uto-Aztecan,Less than 10K,Stable,Mexico,Emerging
azo,Niger-Congo,10K to 1M,Stable,Cameroon,Emerging
azt,Austronesian,Less than 10K,Endangered,Philippines,Still
azz,Uto-Aztecan,10K to 1M,Stable,Mexico,Emerging
baa,Austronesian,Less than 10K,Stable,Solomon Islands,Still
bab,Niger-Congo,Less than 10K,Endangered,Guinea-Bissau,Still
bac,Austronesian,10K to 1M,Stable,Indonesia,Still
bae,Maipurean,,Endangered,Venezuela,Still
baf,Niger-Congo,Less than 10K,Endangered,Cameroon,Emerging
bag,Niger-Congo,10K to 1M,Stable,Cameroon,Emerging
bah,Creole,10K to 1M,Stable,Bahamas,Emerging
baj,Austronesian,Less than 10K,Stable,Indonesia,Still
bak,Turkic,1M to 1B,Institutional,Russian Federation,Emerging
bam,Niger-Congo,1M to 1B,Institutional,Mali,Ascending
ban,Austronesian,1M to 1B,Stable,Indonesia,Emerging
bao,Tucanoan,Less than 10K,Stable,Colombia,Still
bap,Sino-Tibetan,10K to 1M,Endangered,Nepal,Still
bar,Indo-European,1M to 1B,Stable,Austria,Emerging
bas,Niger-Congo,10K to 1M,Stable,Cameroon,Emerging
bau,Niger-Congo,10K to 1M,Stable,Nigeria,Still
bav,Niger-Congo,10K to 1M,Stable,Cameroon,Emerging
baw,Niger-Congo,10K to 1M,Stable,Cameroon,Emerging
bax,Niger-Congo,10K to 1M,Institutional,Cameroon,Emerging
bay,Austronesian,Less than 10K,Endangered,Indonesia,Still
bba,Niger-Congo,1M to 1B,Institutional,Benin,Emerging
bbb,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
bbc,Austronesian,1M to 1B,Endangered,Indonesia,Emerging
bbd,Gum,Less than 10K,Endangered,Papua New Guinea,Still
bbe,Niger-Congo,10K to 1M,Stable,Democratic Republic of the Congo,Still
bbf,Fas,Less than 10K,Stable,Papua New Guinea,Still
bbg,Niger-Congo,Less than 10K,Endangered,Gabon,Still
bbh,Austro-Asiatic,Less than 10K,Stable,China,Still
bbi,Niger-Congo,Less than 10K,Endangered,Cameroon,Emerging
bbj,Niger-Congo,10K to 1M,Stable,Cameroon,Emerging
bbk,Niger-Congo,10K to 1M,Stable,Cameroon,Emerging
bbl,Nakh-Daghestanian,Less than 10K,Endangered,Georgia,Still
bbm,Niger-Congo,Less than 10K,Endangered,Democratic Republic of the Congo,Still
bbn,Austronesian,10K to 1M,Stable,Papua New Guinea,Still
bbo,Niger-Congo,10K to 1M,Stable,Burkina Faso,Emerging
bbp,Niger-Congo,Less than 10K,Stable,Central African Republic,Still
bbq,Niger-Congo,10K to 1M,Stable,Cameroon,Emerging
bbr,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
bbs,Niger-Congo,Less than 10K,Endangered,Nigeria,Still
bbt,Afro-Asiatic,10K to 1M,Stable,Nigeria,Still
bbu,Niger-Congo,10K to 1M,Stable,Nigeria,Still
bbv,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
bbw,Niger-Congo,10K to 1M,Stable,Cameroon,Emerging
bbx,Niger-Congo,Less than 10K,Endangered,Cameroon,Emerging
bby,Niger-Congo,Less than 10K,Endangered,Cameroon,Emerging
bca,Sino-Tibetan,10K to 1M,Stable,China,Still
bcb,Niger-Congo,Less than 10K,Endangered,Senegal,Still
bcc,Indo-European,1M to 1B,Stable,Pakistan,Still
bcd,Austronesian,Less than 10K,Endangered,Indonesia,Still
bce,Niger-Congo,Less than 10K,Stable,Cameroon,Emerging
bcf,Trans-New Guinea,Less than 10K,Institutional,Papua New Guinea,Still
bcg,Niger-Congo,Less than 10K,Endangered,Guinea,Still
bch,Austronesian,Less than 10K,Stable,Papua New Guinea,Emerging
bci,Niger-Congo,1M to 1B,Stable,Côte d’Ivoire.,Still
bcj,Australian,,Endangered,Australia,Still
bck,Australian,Less than 10K,Endangered,Australia,Still
bcl,Austronesian,1M to 1B,Institutional,Philippines,Still
bcm,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
bcn,Niger-Congo,Less than 10K,Stable,Nigeria,Still
bco,Trans-New Guinea,Less than 10K,Institutional,Papua New Guinea,Still
bcp,Niger-Congo,10K to 1M,Stable,Democratic Republic of the Congo,Still
bcq,Afro-Asiatic,10K to 1M,Institutional,Ethiopia,Emerging
bcr,Eyak-Athabaskan,Less than 10K,Endangered,Canada,Still
bcs,Niger-Congo,10K to 1M,Stable,Nigeria,Still
bct,Nilo-Saharan,10K to 1M,Stable,Democratic Republic of the Congo,Still
bcu,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
bcv,Niger-Congo,10K to 1M,Stable,Nigeria,Still
bcw,Afro-Asiatic,10K to 1M,Stable,Cameroon,Emerging
bcy,Afro-Asiatic,10K to 1M,Stable,Nigeria,Still
bcz,Niger-Congo,10K to 1M,Endangered,Senegal,Still
bda,Niger-Congo,10K to 1M,Endangered,Senegal,Emerging
bdb,Austronesian,10K to 1M,Endangered,Indonesia,Still
bdc,Chocoan,Less than 10K,Endangered,Colombia,Still
bdd,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
bde,Afro-Asiatic,10K to 1M,Endangered,Nigeria,Still
bdf,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
bdg,Austronesian,,Endangered,Malaysia,Still
bdh,Nilo-Saharan,10K to 1M,Stable,South Sudan,Still
bdi,Nilo-Saharan,10K to 1M,Stable,Sudan,Still
bdj,Niger-Congo,Less than 10K,Endangered,South Sudan,Still
bdk,Nakh-Daghestanian,Less than 10K,Endangered,Azerbaijan,Still
bdl,Austronesian,10K to 1M,Endangered,Indonesia,Still
bdm,Afro-Asiatic,10K to 1M,Stable,Chad,Emerging
bdn,Afro-Asiatic,,Extinct,Cameroon,Emerging
bdo,Nilo-Saharan,Less than 10K,Stable,Chad,Emerging
bdp,Niger-Congo,10K to 1M,Stable,Tanzania,Still
bdq,Austro-Asiatic,10K to 1M,Stable,Viet Nam,Still
bdr,Austronesian,10K to 1M,Endangered,Malaysia,Still
bds,Afro-Asiatic,10K to 1M,Stable,Tanzania,Still
bdt,Niger-Congo,10K to 1M,Stable,Central African Republic,Still
bdu,Niger-Congo,10K to 1M,Stable,Cameroon,Emerging
bdv,Indo-European,10K to 1M,Stable,India,Still
bdw,Trans-New Guinea,Less than 10K,Endangered,Indonesia,Still
bdx,Austronesian,Less than 10K,Endangered,Indonesia,Still
bdy,Australian,Less than 10K,Endangered,Australia,Still
bdz,Indo-European,,Endangered,Pakistan,Still
bea,Eyak-Athabaskan,Less than 10K,Endangered,Canada,Still
beb,Niger-Congo,10K to 1M,Endangered,Cameroon,Emerging
bec,Niger-Congo,10K to 1M,Stable,Cameroon,Emerging
bed,Austronesian,Less than 10K,Endangered,Indonesia,Still
bee,Sino-Tibetan,Less than 10K,Endangered,India,Still
bef,Trans-New Guinea,10K to 1M,Endangered,Papua New Guinea,Still
beg,Austronesian,Less than 10K,Endangered,Brunei,Still
beh,Niger-Congo,10K to 1M,Stable,Benin,Emerging
bei,Austronesian,Less than 10K,Endangered,Indonesia,Still
bej,Afro-Asiatic,1M to 1B,Institutional,Sudan,Emerging
bek,Austronesian,Less than 10K,Endangered,Papua New Guinea,Still
bel,Indo-European,1M to 1B,Stable,Belarus,Vital
bem,Niger-Congo,1M to 1B,Institutional,Zambia,Ascending
ben,Indo-European,1M to 1B,Institutional,Bangladesh,Vital
beo,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
bep,Austronesian,Less than 10K,Endangered,Indonesia,Still
beq,Niger-Congo,10K to 1M,Stable,Congo,Still
bes,Niger-Congo,Less than 10K,Stable,Chad,Emerging
bet,Niger-Congo,10K to 1M,Stable,Côte d’Ivoire.,Still
beu,Trans-New Guinea,10K to 1M,Stable,Indonesia,Still
bev,Niger-Congo,10K to 1M,Stable,Côte d’Ivoire.,Still
bew,Creole,1M to 1B,Endangered,Indonesia,Emerging
bex,Nilo-Saharan,10K to 1M,Stable,South Sudan,Still
bey,Torricelli,Less than 10K,Stable,Papua New Guinea,Still
bez,Niger-Congo,10K to 1M,Stable,Tanzania,Emerging
bfa,Nilo-Saharan,10K to 1M,Institutional,South Sudan,Still
bfb,Indo-European,1M to 1B,Stable,India,Still
bfc,Sino-Tibetan,10K to 1M,Endangered,China,Still
bfd,Niger-Congo,10K to 1M,Stable,Cameroon,Emerging
bfe,Tor-Kwerba,Less than 10K,Endangered,Indonesia,Still
bff,Niger-Congo,10K to 1M,Stable,Central African Republic,Still
bfg,Austronesian,Less than 10K,Endangered,Indonesia,Still
bfh,South-Central Papuan,Less than 10K,Stable,Papua New Guinea,Still
bfi,Sign language,10K to 1M,Stable,United Kingdom,Still
bfj,Niger-Congo,10K to 1M,Stable,Cameroon,Emerging
bfk,Sign language,Less than 10K,Stable,Thailand,Still
bfl,Niger-Congo,10K to 1M,Stable,Central African Republic,Still
bfm,Niger-Congo,10K to 1M,Stable,Cameroon,Emerging
bfn,Trans-New Guinea,10K to 1M,Stable,East Timor,Still
bfo,Niger-Congo,10K to 1M,Stable,Burkina Faso,Emerging
bfp,Niger-Congo,Less than 10K,Endangered,Cameroon,Emerging
bfq,Dravidian,10K to 1M,Stable,India,Emerging
bfr,Indo-European,10K to 1M,Endangered,India,Still
bfs,Sino-Tibetan,10K to 1M,Stable,China,Still
bft,Sino-Tibetan,10K to 1M,Stable,Pakistan,Emerging
bfu,Sino-Tibetan,Less than 10K,Endangered,India,Emerging
bfw,Austro-Asiatic,Less than 10K,Endangered,India,Still
bfx,Austronesian,10K to 1M,Endangered,Philippines,Still
bfy,Indo-European,1M to 1B,Stable,India,Still
bfz,Indo-European,1M to 1B,Stable,India,Still
bga,Niger-Congo,10K to 1M,Endangered,Nigeria,Still
bgb,Austronesian,Less than 10K,Stable,Indonesia,Still
bgc,Indo-European,1M to 1B,Stable,India,Emerging
bgd,Indo-European,10K to 1M,Stable,India,Still
bge,Indo-European,10K to 1M,Stable,India,Still
bgf,Niger-Congo,Less than 10K,Stable,Cameroon,Emerging
bgg,Sino-Tibetan,Less than 10K,Endangered,India,Still
bgi,Austronesian,10K to 1M,Endangered,Philippines,Still
bgj,Niger-Congo,10K to 1M,Stable,Cameroon,Emerging
bgk,Austro-Asiatic,Less than 10K,Stable,Laos,Still
bgl,Austro-Asiatic,Less than 10K,Endangered,Laos,Still
bgn,Indo-European,1M to 1B,Stable,Pakistan,Emerging
bgo,Niger-Congo,,Endangered,Guinea,Still
bgp,Indo-European,1M to 1B,Stable,Pakistan,Emerging
bgq,Indo-European,1M to 1B,Stable,India,Still
bgr,Sino-Tibetan,10K to 1M,Stable,India,Still
bgs,Austronesian,10K to 1M,Stable,Philippines,Still
bgt,Austronesian,Less than 10K,Stable,Solomon Islands,Still
bgu,Niger-Congo,Less than 10K,Endangered,Nigeria,Still
bgv,Trans-New Guinea,Less than 10K,Endangered,Indonesia,Still
bgw,Indo-European,10K to 1M,Institutional,India,Still
bgx,Turkic,10K to 1M,Endangered,Turkey,Emerging
bgy,Austronesian,Less than 10K,Endangered,Indonesia,Still
bgz,Austronesian,10K to 1M,Endangered,Indonesia,Still
bha,Dravidian,10K to 1M,Stable,India,Still
bhb,Indo-European,1M to 1B,Stable,India,Still
bhc,Austronesian,Less than 10K,Endangered,Indonesia,Still
bhd,Indo-European,10K to 1M,Stable,India,Still
bhe,Indo-European,,Endangered,Pakistan,Still
bhf,Language isolate,Less than 10K,Stable,Papua New Guinea,Still
bhg,Trans-New Guinea,Less than 10K,Institutional,Papua New Guinea,Still
bhh,Indo-European,10K to 1M,Stable,Israel,Still
bhi,Indo-European,10K to 1M,Stable,India,Still
bhj,Sino-Tibetan,10K to 1M,Stable,Nepal,Still
bhl,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
bhm,Afro-Asiatic,,Endangered,Oman,Still
bhn,Afro-Asiatic,Less than 10K,Endangered,Georgia,Still
bho,Indo-European,1M to 1B,Institutional,India,Emerging
bhp,Austronesian,10K to 1M,Stable,Indonesia,Still
bhq,Austronesian,10K to 1M,Stable,Indonesia,Still
bhr,Austronesian,10K to 1M,Stable,Madagascar,Still
bhs,Afro-Asiatic,10K to 1M,Stable,Cameroon,Emerging
bht,Indo-European,10K to 1M,Stable,India,Still
bhu,Indo-European,Less than 10K,Endangered,India,Still
bhv,Austronesian,10K to 1M,Stable,Indonesia,Still
bhw,Austronesian,10K to 1M,Endangered,Indonesia,Still
bhx,Indo-European,Less than 10K,Stable,India,Still
bhy,Niger-Congo,10K to 1M,Endangered,Democratic Republic of the Congo,Still
bhz,Austronesian,10K to 1M,Stable,Indonesia,Still
bia,Australian,,Endangered,Australia,Still
bib,Niger-Congo,1M to 1B,Stable,Burkina Faso,Emerging
bid,Afro-Asiatic,10K to 1M,Stable,Chad,Emerging
bie,Trans-New Guinea,,Endangered,Papua New Guinea,Still
bif,Niger-Congo,10K to 1M,Endangered,Guinea-Bissau,Still
big,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
bil,Niger-Congo,10K to 1M,Endangered,Nigeria,Still
bim,Niger-Congo,10K to 1M,Endangered,Ghana,Still
bin,Niger-Congo,1M to 1B,Institutional,Nigeria,Emerging
bio,Kwomtari,Less than 10K,Stable,Papua New Guinea,Still
bip,Niger-Congo,10K to 1M,Stable,Democratic Republic of the Congo,Still
biq,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
bir,Trans-New Guinea,Less than 10K,Endangered,Papua New Guinea,Still
bis,Creole,10K to 1M,Institutional,Vanuatu,Ascending
bit,Sepik,Less than 10K,Endangered,Papua New Guinea,Still
biu,Sino-Tibetan,10K to 1M,Stable,India,Still
biv,Niger-Congo,10K to 1M,Stable,Ghana,Still
biw,Niger-Congo,10K to 1M,Stable,Cameroon,Emerging
bix,Austro-Asiatic,10K to 1M,Endangered,India,Still
biy,Austro-Asiatic,Less than 10K,Stable,India,Still
biz,Niger-Congo,10K to 1M,Stable,Democratic Republic of the Congo,Still
bja,Niger-Congo,10K to 1M,Stable,Democratic Republic of the Congo,Still
bjb,Australian,,Endangered,Australia,Still
bjc,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
bje,Hmong-Mien,10K to 1M,Stable,China,Still
bjf,Afro-Asiatic,,Endangered,Israel,Still
bjg,Niger-Congo,10K to 1M,Stable,Guinea-Bissau,Still
bjh,Sepik,Less than 10K,Stable,Papua New Guinea,Still
bji,Afro-Asiatic,10K to 1M,Endangered,Ethiopia,Still
bjj,Indo-European,1M to 1B,Endangered,India,Still
bjk,Austronesian,Less than 10K,Endangered,Papua New Guinea,Still
bjl,Austronesian,Less than 10K,Stable,Papua New Guinea,Emerging
bjm,Indo-European,10K to 1M,Endangered,Iraq,Still
bjn,Austronesian,1M to 1B,Institutional,Indonesia,Emerging
bjo,Niger-Congo,10K to 1M,Stable,Central African Republic,Still
bjp,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
bjr,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
bjs,Creole,10K to 1M,Stable,Barbados,Emerging
bjt,Niger-Congo,10K to 1M,Endangered,Senegal,Emerging
bju,Niger-Congo,,Extinct,Cameroon,Emerging
bjv,Nilo-Saharan,10K to 1M,Stable,Chad,Emerging
bjw,Niger-Congo,10K to 1M,Stable,Côte d’Ivoire.,Still
bjx,Austronesian,Less than 10K,Stable,Philippines,Still
bjy,Australian,,Extinct,Australia,Still
bjz,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
bka,Niger-Congo,10K to 1M,Stable,Nigeria,Still
bkc,Niger-Congo,10K to 1M,Stable,Cameroon,Emerging
bkd,Austronesian,10K to 1M,Stable,Philippines,Still
bkf,Niger-Congo,Less than 10K,Endangered,Democratic Republic of the Congo,Still
bkg,Niger-Congo,Less than 10K,Endangered,Central African Republic,Still
bkh,Niger-Congo,10K to 1M,Stable,Cameroon,Emerging
bki,Austronesian,Less than 10K,Endangered,Vanuatu,Still
bkj,Niger-Congo,Less than 10K,Stable,Central African Republic,Still
bkk,Indo-European,10K to 1M,Endangered,India,Still
bkl,Tor-Kwerba,Less than 10K,Endangered,Indonesia,Still
bkm,Niger-Congo,10K to 1M,Institutional,Cameroon,Emerging
bkn,Austronesian,Less than 10K,Endangered,Indonesia,Still
bko,Niger-Congo,Less than 10K,Endangered,Cameroon,Emerging
bkp,Niger-Congo,10K to 1M,Stable,Democratic Republic of the Congo,Still
bkq,Cariban,Less than 10K,Stable,Brazil,Still
bkr,Austronesian,10K to 1M,Institutional,Indonesia,Still
bks,Austronesian,10K to 1M,Stable,Philippines,Still
bkt,Niger-Congo,Less than 10K,Endangered,Democratic Republic of the Congo,Still
bku,Austronesian,10K to 1M,Stable,Philippines,Still
bkv,Niger-Congo,10K to 1M,Stable,Nigeria,Still
bkw,Niger-Congo,10K to 1M,Stable,Congo,Still
bkx,Austronesian,10K to 1M,Stable,East Timor,Still
bky,Niger-Congo,10K to 1M,Stable,Nigeria,Still
bkz,Austronesian,10K to 1M,Endangered,Indonesia,Still
bla,Algic,Less than 10K,Endangered,Canada,Emerging
blb,Central Solomons,Less than 10K,Stable,Solomon Islands,Still
blc,Salish,,Endangered,Canada,Still
bld,Austronesian,Less than 10K,Endangered,Indonesia,Still
ble,Niger-Congo,10K to 1M,Endangered,Guinea-Bissau,Emerging
blf,Austronesian,10K to 1M,Stable,Indonesia,Still
blh,Niger-Congo,10K to 1M,Stable,Liberia,Still
bli,Niger-Congo,10K to 1M,Stable,Democratic Republic of the Congo,Still
blj,Austronesian,10K to 1M,Stable,Indonesia,Still
blk,Sino-Tibetan,10K to 1M,Stable,Myanmar,Still
bll,Siouan-Catawban,,Extinct,United States,Still
blm,Nilo-Saharan,10K to 1M,Stable,South Sudan,Still
bln,Austronesian,10K to 1M,Stable,Philippines,Still
blo,Niger-Congo,10K to 1M,Stable,Benin,Emerging
blp,Austronesian,Less than 10K,Endangered,Solomon Islands,Still
blq,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
blr,Austro-Asiatic,10K to 1M,Stable,China,Still
bls,Austronesian,Less than 10K,Endangered,Indonesia,Still
blt,Kra-Dai,10K to 1M,Stable,Viet Nam,Still
blv,Niger-Congo,1M to 1B,Stable,Angola,Still
blw,Austronesian,10K to 1M,Stable,Philippines,Still
blx,Austronesian,Less than 10K,Stable,Philippines,Still
bly,Niger-Congo,Less than 10K,Endangered,Benin,Still
blz,Austronesian,10K to 1M,Stable,Indonesia,Still
bma,Niger-Congo,10K to 1M,Stable,Nigeria,Still
bmb,Niger-Congo,10K to 1M,Stable,Democratic Republic of the Congo,Still
bmc,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
bmd,Niger-Congo,Less than 10K,Endangered,Guinea,Still
bme,Niger-Congo,,Endangered,Central African Republic,Still
bmf,Niger-Congo,,Endangered,Sierra Leone,Still
bmg,Niger-Congo,10K to 1M,Stable,Democratic Republic of the Congo,Still
bmh,Trans-New Guinea,Less than 10K,Endangered,Papua New Guinea,Still
bmi,Nilo-Saharan,10K to 1M,Institutional,Chad,Emerging
bmj,Indo-European,Less than 10K,Endangered,Nepal,Still
bmk,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
bml,Niger-Congo,Less than 10K,Endangered,Democratic Republic of the Congo,Still
bmm,Austronesian,1M to 1B,Stable,Madagascar,Still
bmn,Austronesian,,Extinct,Papua New Guinea,Still
bmo,Niger-Congo,10K to 1M,Stable,Cameroon,Emerging
bmp,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
bmq,Niger-Congo,10K to 1M,Stable,Mali,Emerging
bmr,Witotoan,Less than 10K,Endangered,Colombia,Still
bms,Nilo-Saharan,10K to 1M,Stable,Niger,Emerging
bmt,Hmong-Mien,10K to 1M,Endangered,China,Still
bmu,Trans-New Guinea,10K to 1M,Stable,Papua New Guinea,Still
bmv,Niger-Congo,10K to 1M,Stable,Cameroon,Emerging
bmw,Niger-Congo,10K to 1M,Stable,Congo,Still
bmz,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
bna,Austronesian,10K to 1M,Stable,Indonesia,Still
bnb,Austronesian,,Endangered,Malaysia,Still
bnd,Austronesian,Less than 10K,Endangered,Indonesia,Still
bne,Austronesian,Less than 10K,Endangered,Indonesia,Still
bnf,Austronesian,Less than 10K,Endangered,Indonesia,Still
bng,Niger-Congo,Less than 10K,Endangered,Equatorial Guinea,Still
bni,Niger-Congo,10K to 1M,Stable,Democratic Republic of the Congo,Still
bnj,Austronesian,Less than 10K,Endangered,Philippines,Still
bnk,Austronesian,Less than 10K,Endangered,Vanuatu,Still
bnl,Afro-Asiatic,,Endangered,Somalia,Still
bnm,Niger-Congo,10K to 1M,Endangered,Cameroon,Still
bnn,Austronesian,10K to 1M,Stable,China—Taiwan,Still
bno,Austronesian,10K to 1M,Stable,Philippines,Still
bnp,Austronesian,10K to 1M,Endangered,Papua New Guinea,Still
bnq,Austronesian,Less than 10K,Endangered,Indonesia,Still
bnr,Austronesian,Less than 10K,Stable,Vanuatu,Still
bns,Indo-European,1M to 1B,Stable,India,Still
bnu,Austronesian,10K to 1M,Endangered,Indonesia,Still
bnv,Tor-Kwerba,Less than 10K,Endangered,Indonesia,Still
bnw,Sepik,Less than 10K,Stable,Papua New Guinea,Still
bnx,Niger-Congo,10K to 1M,Stable,Democratic Republic of the Congo,Still
bny,Austronesian,Less than 10K,Endangered,Malaysia,Still
bnz,Niger-Congo,Less than 10K,Endangered,Cameroon,Emerging
boa,Witotoan,Less than 10K,Endangered,Peru,Still
bob,Afro-Asiatic,Less than 10K,Stable,Kenya,Still
bod,Sino-Tibetan,1M to 1B,Institutional,China,Ascending
boe,Niger-Congo,Less than 10K,Endangered,Cameroon,Emerging
bof,Niger-Congo,10K to 1M,Stable,Burkina Faso,Emerging
bog,Sign language,10K to 1M,Stable,Mali,Still
boh,Niger-Congo,10K to 1M,Stable,Democratic Republic of the Congo,Still
boi,Chumashan,,Endangered,United States,Still
boj,Trans-New Guinea,Less than 10K,Endangered,Papua New Guinea,Still
bok,Niger-Congo,Less than 10K,Endangered,Congo,Still
bol,Afro-Asiatic,10K to 1M,Stable,Nigeria,Still
