Code,Language,Family
bms,"Kanuri, Bilma",Nilo-Saharan
bmt,Biao Mon,Hmong-Mien
bmu,Somba-Siawari,Trans-New Guinea
bmv,Bum,Niger-Congo
bmw,Bomwali,Niger-Congo
bmz,Baramu,Trans-New Guinea
bna,Bonerate,Austronesian
bnb,"Murut, Bookan",Austronesian
bnd,Banda,Austronesian
bne,Bintauna,Austronesian
bnf,Masiwang,Austronesian
bng,Benga,Niger-Congo
bni,Bangi,Niger-Congo
bnj,Bangon,Austronesian
bnk,Bierebo,Austronesian
bnl,Boon,Afro-Asiatic
bnm,Batanga,Niger-Congo
bnn,Bunun,Austronesian
bno,Bantoanon,Austronesian
bnp,Bola,Austronesian
bnq,Bantik,Austronesian
bnr,Butmas-Tur,Austronesian
bns,Bundeli,Indo-European
bnu,Bentong,Austronesian
bnv,Beneraf,Tor-Kwerba
bnw,Bisis,Sepik
bnx,Bangubangu,Niger-Congo
bny,Bintulu,Austronesian
bnz,Beezen,Niger-Congo
boa,Bora,Witotoan
bob,Aweer,Afro-Asiatic
bod,Central Tibetan,Sino-Tibetan
boe,Mundabli,Niger-Congo
bof,Bolon,Niger-Congo
bog,Malian Sign Language,Sign language
boh,Boma,Niger-Congo
boi,Barbareño,Chumashan
boj,Anjam,Trans-New Guinea
bok,Bonjo,Niger-Congo
bol,Bole,Afro-Asiatic
bom,Berom,Niger-Congo
bon,Bine,Eastern Trans-Fly
boo,"Bozo, Tiemacèwè",Niger-Congo
bop,Bonkiman,Trans-New Guinea
boq,Bogaya,Trans-New Guinea
bor,Borôro,Bororoan
bos,Bosnian,Indo-European
bot,Bongo,Nilo-Saharan
bou,Bondei,Niger-Congo
bov,Tuwuli,Niger-Congo
bow,Rema,South-Central Papuan
box,Buamu,Niger-Congo
boy,Bodo,Niger-Congo
boz,Tieyaxo Bozo,Niger-Congo
bpa,Daakaka,Austronesian
bpc,Mbuk,Niger-Congo
bpd,Banda-Banda,Niger-Congo
bpe,Bauni,Skou
bpg,Bonggo,Austronesian
bph,Botlikh,Nakh-Daghestanian
bpj,Binji,Niger-Congo
bpk,Orowe,Austronesian
bpl,Broome Pearling Lugger Pidgin,Pidgin
bpm,Biyom,Trans-New Guinea
bpn,Dzao Min,Hmong-Mien
bpo,Anasi,East Geelvink Bay
bpp,Kaure,Kaure
bpq,"Malay, Banda",Creole
bpr,Koronadal Blaan,Austronesian
bps,Sarangani Blaan,Austronesian
bpt,Barrow Point,Australian
bpu,Bongu,Trans-New Guinea
bpv,"Marind, Bian",Trans-New Guinea
bpw,Bo,Arai (Left May)
bpx,"Bareli, Palya",Indo-European
bpy,Bishnupuriya,Indo-European
bpz,Bilba,Austronesian
bqa,Tchumbuli,Niger-Congo
bqb,Bagusa,Tor-Kwerba
bqc,Boko,Niger-Congo
bqd,Bung,Unclassified
bqf,Baga Kaloum,Niger-Congo
bqg,Bago-Kusuntu,Niger-Congo
bqh,Baima,Sino-Tibetan
bqi,Bakhtiâri,Indo-European
bqj,Bandial,Niger-Congo
bqk,Banda-Mbrès,Niger-Congo
bql,Bilakura,Trans-New Guinea
bqm,Wumboko,Niger-Congo
bqn,Bulgarian Sign Language,Sign language
bqo,Balo,Niger-Congo
bqp,Bisã,Niger-Congo
bqq,Biritai,Lakes Plain
bqr,Burusu,Austronesian
bqs,Bosmun,Ramu-Lower Sepik
bqt,Bamukumbit,Niger-Congo
bqu,Boguru,Niger-Congo
bqv,Koro Wachi,Niger-Congo
bqw,Buru,Niger-Congo
bqx,Baangi,Niger-Congo
bqy,Kata Kolok,Sign language
bqz,Bakaka,Niger-Congo
bra,Braj Bhasha,Indo-European
brb,Brao,Austro-Asiatic
brc,Berbice Dutch Creole,Creole
brd,Baram,Sino-Tibetan
bre,Breton,Indo-European
brf,Bira,Niger-Congo
brg,Baure,Maipurean
brh,Brahui,Dravidian
bri,Mokpwe,Niger-Congo
brj,Bieria,Austronesian
brk,Birked,Nilo-Saharan
brl,Birwa,Niger-Congo
brm,Barambu,Niger-Congo
brn,Boruca,Chibchan
bro,Brokkat,Sino-Tibetan
brp,Barapasi,East Geelvink Bay
brq,Breri,Ramu-Lower Sepik
brr,Birao,Austronesian
brs,Baras,Austronesian
brt,Bitare,Niger-Congo
bru,Eastern Bru,Austro-Asiatic
brv,"Bru, Western",Austro-Asiatic
brw,Bellari,Dravidian
brx,Boro,Sino-Tibetan
bry,Burui,Sepik
brz,Bilbil,Austronesian
bsa,Abinomn,Language isolate
bsb,"Bisaya, Brunei",Austronesian
bsc,Oniyan,Niger-Congo
bse,Wushi,Niger-Congo
bsf,Bauchi,Niger-Congo
bsg,Bashkardi,Indo-European
bsh,Kati,Indo-European
bsi,Bassossi,Niger-Congo
bsj,Bangwinji,Niger-Congo
bsk,Burushaski,Language isolate
bsl,Basa-Gumna,Niger-Congo
bsm,Busami,Austronesian
bsn,Barasana-Eduria,Tucanoan
bso,Buso,Afro-Asiatic
bsp,Baga Sitemu,Niger-Congo
bsq,Bassa,Niger-Congo
bsr,Bassa-Kontagora,Niger-Congo
bss,Akoose,Niger-Congo
bst,Basketo,Afro-Asiatic
bsu,Bahonsuai,Austronesian
bsv,Baga Sobané,Niger-Congo
bsw,Baiso,Afro-Asiatic
bsx,Yangkam,Niger-Congo
bsy,"Bisaya, Sabah",Austronesian
bta,Bata,Afro-Asiatic
btc,Bati,Niger-Congo
btd,Batak Dairi,Austronesian
bte,Gamo-Ningi,Niger-Congo
btf,Birgit,Afro-Asiatic
btg,Gagnoa Bété,Niger-Congo
bth,"Bidayuh, Biatah",Austronesian
bti,Burate,East Geelvink Bay
btj,"Malay, Bacanese",Austronesian
btm,Batak Mandailing,Austronesian
btn,Ratagnon,Austronesian
bto,"Bikol, Rinconada",Austronesian
btp,Budibud,Austronesian
btq,Batek,Austro-Asiatic
btr,Baetora,Austronesian
bts,Batak Simalungun,Austronesian
btt,Bete-Bendi,Niger-Congo
btu,Batu,Niger-Congo
btv,Bateri,Indo-European
btw,Butuanon,Austronesian
btx,Batak Karo,Austronesian
bty,Bobot,Austronesian
btz,Batak Alas-Kluet,Austronesian
bub,Bua,Niger-Congo
buc,Bushi,Austronesian
bud,Ntcham,Niger-Congo
bue,Beothuk,Unclassified
buf,Bushoong,Niger-Congo
bug,Bugis,Austronesian
buh,"Bunu, Younuo",Hmong-Mien
bui,Bongili,Niger-Congo
buj,Basa-Gurmana,Niger-Congo
buk,Bugawac,Austronesian
bul,Bulgarian,Indo-European
bum,Bulu,Niger-Congo
bun,Sherbro,Niger-Congo
buo,Terei,South Bougainville
bup,Busoa,Austronesian
buq,Brem,Trans-New Guinea
bus,Bokobaru,Niger-Congo
but,Bungain,Torricelli
buu,Budu,Niger-Congo
buv,Bun,Yuat
buw,Bubi,Niger-Congo
bux,Boghom,Afro-Asiatic
buy,Bullom So,Niger-Congo
buz,Bukwen,Niger-Congo
bva,Barein,Afro-Asiatic
bvb,Bube,Niger-Congo
bvc,Baelelea,Austronesian
bvd,Baeggu,Austronesian
bve,"Malay, Berau",Austronesian
bvf,Boor,Afro-Asiatic
bvg,Bonkeng,Niger-Congo
bvh,Bure,Afro-Asiatic
bvi,Belanda Viri,Niger-Congo
bvj,Baan,Niger-Congo
bvk,Bukat,Austronesian
bvl,Bolivian Sign Language,Sign language
bvm,Bamunka,Niger-Congo
bvn,Buna,Torricelli
bvo,Bolgo,Niger-Congo
bvp,Bumang,Austro-Asiatic
bvq,Birri,Nilo-Saharan
bvr,Burarra,Australian
bvt,Bati,Austronesian
bvu,"Malay, Bukit",Austronesian
bvv,Baniva,Maipurean
bvw,Boga,Afro-Asiatic
bvx,Dibole,Niger-Congo
bvy,Baybayanon,Austronesian
bvz,Bauzi,East Geelvink Bay
bwa,Bwatoo,Austronesian
bwb,Namosi-Naitasiri-Serua,Austronesian
bwc,Bwile,Niger-Congo
bwd,Bwaidoka,Austronesian
bwe,"Karen, Bwe",Sino-Tibetan
bwf,Boselewa,Austronesian
bwg,Barwe,Niger-Congo
bwh,Bishuo,Niger-Congo
bwi,Baniwa,Maipurean
bwj,"Bwamu, Láá Láá",Niger-Congo
bwk,Bauwaki,Trans-New Guinea
bwl,Bwela,Niger-Congo
bwm,Biwat,Yuat
bwn,"Bunu, Wunai",Hmong-Mien
bwo,Borna,Afro-Asiatic
bwp,Mandobo Bawah,Trans-New Guinea
bwq,Southern Bobo Madaré,Niger-Congo
bws,Bomboma,Niger-Congo
bwt,Bafaw-Balong,Niger-Congo
bwu,Buli,Niger-Congo
bww,Bwa,Niger-Congo
bwx,"Bunu, Bu-Nao",Hmong-Mien
bwy,"Bwamu, Cwi",Niger-Congo
bwz,Bwisi,Niger-Congo
bxa,Bauro,Austronesian
bxb,Belanda Bor,Nilo-Saharan
bxc,Molengue,Niger-Congo
bxd,Pela,Sino-Tibetan
bxe,Ongota,Afro-Asiatic
bxf,Minigir,Austronesian
bxg,Bangala,Niger-Congo
bxh,Buhutu,Austronesian
bxj,Bayungu,Australian
bxk,Bukusu,Niger-Congo
bxl,Jalkunan,Niger-Congo
bxm,"Buriat, Mongolia",Mongolic
bxn,Burduna,Australian
bxo,Barikanchi,Pidgin
bxp,Bebil,Niger-Congo
bxq,Beele,Afro-Asiatic
bxr,Russia Buriat,Mongolic
bxs,Busam,Niger-Congo
bxu,"Buriat, China",Mongolic
bxv,Berakou,Nilo-Saharan
bxw,Bankagooma,Niger-Congo
bxz,Binahari,Trans-New Guinea
bya,Batak,Austronesian
byb,Bikya,Niger-Congo
byc,Ubaghara,Niger-Congo
byd,Benyadu’,Austronesian
bye,Pouye,Sepik
byf,Bete,Niger-Congo
byg,Baygo,Nilo-Saharan
byh,Bhujel,Sino-Tibetan
byi,Buyu,Niger-Congo
byj,Bina,Niger-Congo
byk,Biao,Kra-Dai
byl,Bayono,Bayono-Awbono
bym,Bidjara,Australian
byn,Bilen,Afro-Asiatic
byo,Biyo,Sino-Tibetan
byp,Bumaji,Niger-Congo
byq,Basay,Austronesian
byr,Yipma,Trans-New Guinea
bys,Burak,Niger-Congo
byt,Berti,Nilo-Saharan
byv,Medumba,Niger-Congo
byw,Belhariya,Sino-Tibetan
byx,Qaqet,East New Britain
byz,Waran,Ramu-Lower Sepik
bza,Bandi,Niger-Congo
bzb,Andio,Austronesian
bzc,"Malagasy, Southern Betsimisaraka",Austronesian
bzd,Bribri,Chibchan
bze,Jenaama Bozo,Niger-Congo
bzf,Boikin,Sepik
bzg,Babuza,Austronesian
bzh,"Buang, Mapos",Austronesian
bzi,Bisu,Sino-Tibetan
bzj,Belize English Creole,Creole
bzk,Nicaragua English Creole,Creole
bzl,Boano,Austronesian
bzm,Bolondo,Niger-Congo
bzn,Boano,Austronesian
bzo,Bozaba,Niger-Congo
bzp,Kemberano,Trans-New Guinea
bzq,Buli,Austronesian
bzr,Biri,Australian
bzs,Brazilian Sign Language,Sign language
bzu,Burmeso,East Bird’s Head-Sentani
bzv,Naami,Niger-Congo
bzw,Basa,Niger-Congo
bzx,"Bozo, Kelengaxo",Niger-Congo
bzy,Abanglekuo,Niger-Congo
bzz,Evant,Niger-Congo
caa,Ch’orti’,Mayan
cab,Garifuna,Maipurean
cac,Chuj,Mayan
cad,Caddo,Caddoan
cae,Laalaa,Niger-Congo
caf,Southern Carrier,Eyak-Athabaskan
cag,Nivaclé,Matacoan
cah,Cahuarano,Zaparoan
caj,Chané,Maipurean
cak,Kaqchikel,Mayan
cal,Carolinian,Austronesian
cam,Cemuhî,Austronesian
can,Chambri,Ramu-Lower Sepik
cao,Chácobo,Panoan
cap,Chipaya,Chipaya-Uru
caq,Car Nicobarese,Austro-Asiatic
car,Carib,Cariban
cas,Tsimané,Mosetenan
cat,Catalan,Indo-European
cav,Cavineña,Tacanan
caw,Callawalla,Language isolate
cax,Chiquitano,Language isolate
cay,Cayuga,Iroquoian
caz,Canichana,Language isolate
cbb,Cabiyarí,Maipurean
cbc,Carapana,Tucanoan
cbd,Carijona,Cariban
cbg,Chimila,Chibchan
cbi,Chachi,Barbacoan
cbj,Ede Cabe,Niger-Congo
cbk,Chavacano,Creole
cbl,Bualkhaw Chin,Sino-Tibetan
cbn,Nyahkur,Austro-Asiatic
cbo,Izora,Niger-Congo
cbq,Tsucuba,Niger-Congo
cbr,Kakataibo-Kashibo,Panoan
cbs,Kashinawa,Panoan
cbt,Shawi,Cahuapanan
cbu,Kandozi-Chapra,Language isolate
cbw,Kinabalian,Austronesian
cby,Carabayo,Unclassified
ccc,Chamicuro,Maipurean
ccd,Cafundo Creole,Creole
cce,Chopi,Niger-Congo
ccg,Samba Daka,Niger-Congo
cch,Atsam,Niger-Congo
ccj,Kasanga,Niger-Congo
ccl,Cutchi-Swahili,Creole
ccm,Malaccan Malay Creole,Creole
cco,Comaltepec Chinantec,Otomanguean
ccp,Chakma,Indo-European
ccr,Cacaopera,Misumalpan
cda,Choni,Sino-Tibetan
cde,Chenchu,Dravidian
cdf,Chiru,Sino-Tibetan
cdh,Chambeali,Indo-European
cdi,Chodri,Indo-European
cdj,Churahi,Indo-European
cdm,Chepang,Sino-Tibetan
cdn,Chaudangsi,Sino-Tibetan
cdo,Min Dong Chinese,Sino-Tibetan
cdr,Kamuku,Niger-Congo
cds,Chadian Sign Language,Sign language
cdy,Chadong,Kra-Dai
cdz,Koda,Austro-Asiatic
cea,"Chehalis, Lower",Salish
ceb,Cebuano,Austronesian
ceg,Chamacoco,Zamucoan
cek,"Chin, Eastern Khumi",Sino-Tibetan
cen,Ibaas,Niger-Congo
ces,Czech,Indo-European
cet,Centúúm,Language isolate
cey,"Chin, Ekai",Sino-Tibetan
cfa,Dikaka,Niger-Congo
cfd,Cara,Niger-Congo
cfg,Karimjo,Niger-Congo
cfm,Falam Chin,Sino-Tibetan
cga,Changriwa,Yuat
cgc,Kagayanen,Austronesian
cgg,Chiga,Niger-Congo
cgk,Chocangacakha,Sino-Tibetan
cha,Chamorro,Austronesian
chb,Chibcha,Chibchan
chc,Catawba,Siouan-Catawban
chd,Highland Oaxaca Chontal,Tequistlatecan
che,Chechen,Nakh-Daghestanian
chf,Tabasco Chontal,Mayan
chg,Chagatai,Turkic
chh,Chinook,Chinookan
chj,Ojitlán Chinantec,Otomanguean
chk,Chuukese,Austronesian
chl,Cahuilla,Uto-Aztecan
chn,Chinook Wawa,Pidgin
cho,Choctaw,Muskogean
chp,Dene,Eyak-Athabaskan
chq,Quiotepec Chinantec,Otomanguean
chr,Cherokee,Iroquoian
cht,Cholón,Cholonan
chu,Church Slavonic,Indo-European
chv,Chuvash,Turkic
chw,Chuwabu,Niger-Congo
chx,Chantyal,Sino-Tibetan
chy,Cheyenne,Algic
chz,Ozumacín Chinantec,Otomanguean
cia,Cia-Cia,Austronesian
cib,"Gbe, Ci",Niger-Congo
cic,Chickasaw,Muskogean
cid,Chimariko,Language isolate
cie,Cineni,Afro-Asiatic
cih,Chinali,Indo-European
cik,"Kinnauri, Chitkuli",Sino-Tibetan
cim,Cimbrian,Indo-European
cin,Cinta Larga,Tupian
cip,Chiapanec,Otomanguean
cir,Tîrî,Austronesian
ciw,Chippewa,Algic
ciy,Chaima,Cariban
cja,Western Cham,Austronesian
cje,Chru,Austronesian
cjh,"Chehalis, Upper",Salish
cji,Chamalal,Nakh-Daghestanian
cjk,Chokwe,Niger-Congo
cjm,Eastern Cham,Austronesian
cjn,Chenapian,Sepik
cjo,Pajonal Ashéninka,Maipurean
cjp,Cabécar,Chibchan
cjs,Shor,Turkic
cjv,Chuave,Trans-New Guinea
cjy,Jinyu Chinese,Sino-Tibetan
ckb,Central Kurdish,Indo-European
ckh,Chak,Sino-Tibetan
ckm,Chakavian,Indo-European
ckn,Kaang Chin,Sino-Tibetan
cko,Anufo,Niger-Congo
ckq,Kajakse,Afro-Asiatic
ckr,Kairak,East New Britain
cks,Tayo,Creole
ckt,Chukchi,Chukotko-Kamchatkan
cku,Koasati,Muskogean
ckv,Kavalan,Austronesian
ckx,Caka,Niger-Congo
cky,Cakfem-Mushere,Afro-Asiatic
ckz,Kaqchikel-K’iche’ Mixed Language,Mixed language
cla,Ron,Afro-Asiatic
clc,Chilcotin,Eyak-Athabaskan
cld,Chaldean Neo-Aramaic,Afro-Asiatic
cle,Lealao Chinantec,Otomanguean
clh,Chilisso,Indo-European
cli,Chakali,Niger-Congo
clj,Laitu Chin,Sino-Tibetan
clk,Idu-Mishmi,Sino-Tibetan
cll,Chala,Niger-Congo
clm,Clallam,Salish
clo,Lowland Oaxaca Chontal,Tequistlatecan
clt,Lautu Chin,Sino-Tibetan
clu,Caluyanun,Austronesian
clw,Chulym,Turkic
cly,Eastern Highland Chatino,Otomanguean
cma,Maa,Austro-Asiatic
cme,Cerma,Niger-Congo
cmi,Embera Chamí,Chocoan
cml,Koneq-koneq,Austronesian
cmm,Michigamea,Siouan-Catawban
cmn,Mandarin Chinese,Sino-Tibetan
cmo,Central Mnong,Austro-Asiatic
cmr,Mro-Khimi,Sino-Tibetan
cmt,Camtho,Mixed language
cna,Changthang,Sino-Tibetan
cnb,Uppu Chin,Sino-Tibetan
cnc,Côông,Sino-Tibetan
cng,"Qiang, Northern",Sino-Tibetan
cnh,Hakha Chin,Sino-Tibetan
cni,Asháninka,Maipurean
cnk,Khumi Chin,Sino-Tibetan
cnl,Lalana Chinantec,Otomanguean
cno,Con,Austro-Asiatic
cnp,"Pinghua, Northern",Sino-Tibetan
cnq,Chung,Niger-Congo
cnr,Montenegrin,Indo-European
cns,"Asmat, Central",Trans-New Guinea
cnt,Tepetotutla Chinantec,Otomanguean
cnu,Chenoua,Afro-Asiatic
cnw,Ngawn Chin,Sino-Tibetan
coa,"Malay, Cocos Islands",Creole
cob,Chicomuceltec,Mayan
coc,Cocopa,Cochimí-Yuman
cod,Kukama-Kukamiria,Tupian
coe,Koreguaje,Tucanoan
cof,Tsafiki,Barbacoan
cog,Chong,Austro-Asiatic
coh,Chichonyi-Chidzihana-Chikauma,Niger-Congo
coj,Cochimi,Cochimí-Yuman
cok,Santa Teresa Cora,Uto-Aztecan
col,Columbia-Wenatchi,Salish
com,Comanche,Uto-Aztecan
coo,Comox,Salish
cop,Coptic,Afro-Asiatic
coq,Coquille,Eyak-Athabaskan
cor,Cornish,Indo-European
cos,Corsican,Indo-European
cot,Caquinte,Maipurean
cou,Wamey,Niger-Congo
cov,Cao Miao,Kra-Dai
cow,Cowlitz,Salish
cox,Nanti,Maipurean
coz,Chocholtec,Otomanguean
cpa,Palantla Chinantec,Otomanguean
cpb,"Ashéninka, Ucayali-Yurúa",Maipurean
cpc,Ajyíninka Apurucayali,Maipurean
cpg,Cappadocian Greek,Indo-European
cpi,Chinese Pidgin English,Pidgin
cpn,Cherepon,Niger-Congo
cpo,Kpeego,Niger-Congo
cps,Capiznon,Austronesian
cpu,"Ashéninka, Pichis",Maipurean
cpx,"Chinese, Pu-Xian",Sino-Tibetan
cpy,"Ashéninka, South Ucayali",Maipurean
cqd,"Miao, Chuanqiandian Cluster",Hmong-Mien
cra,Chara,Afro-Asiatic
crb,Island Carib,Maipurean
crc,Lonwolwol,Austronesian
crd,Coeur d’Alene,Salish
crf,Caramanta,Paezan
crg,Michif,Mixed language
crh,Crimean Tatar,Turkic
cri,Sãotomense,Creole
crj,Southern East Cree,Algic
crk,Plains Cree,Algic
crl,Northern East Cree,Algic
crm,Moose Cree,Algic
crn,El Nayar Cora,Uto-Aztecan
cro,Crow,Siouan-Catawban
crq,Iyo’wujwa Chorote,Matacoan
crr,Carolina Algonquian,Algic
crs,Seychelles French Creole,Creole
crt,"Chorote, Iyojwa’ja",Matacoan
crv,Chaura,Austro-Asiatic
crw,Chrau,Austro-Asiatic
crx,Carrier,Eyak-Athabaskan
cry,Kyoli,Niger-Congo
crz,Cruzeño,Chumashan
csa,"Chinantec, Chiltepec",Otomanguean
csb,Kashubian,Indo-European
csc,Catalan Sign Language,Sign language
csd,Chiangmai Sign Language,Sign language
cse,Czech Sign Language,Sign language
csf,Cuban Sign Language,Sign language
csg,Chilean Sign Language,Sign language
csh,Asho Chin,Sino-Tibetan
csi,"Miwok, Coast",Miwok-Costanoan
csj,"Chin, Songlai",Sino-Tibetan
csk,Jola-Kasa,Niger-Congo
csl,Chinese Sign Language,Sign language
csm,"Miwok, Central Sierra",Miwok-Costanoan
csn,Colombian Sign Language,Sign language
cso,Sochiapam Chinantec,Otomanguean
csp,"Pinghua, Southern",Sino-Tibetan
csq,Croatian Sign Language,Sign language
csr,Costa Rican Sign Language,Sign language
css,"Ohlone, Southern",Miwok-Costanoan
cst,"Ohlone, Northern",Miwok-Costanoan
csv,Sumtu Chin,Sino-Tibetan
csw,Swampy Cree,Algic
csx,Cambodian Sign Language,Sign language
csy,Siyin Chin,Sino-Tibetan
csz,Coos,Coosan
cta,Tataltepec Chatino,Otomanguean
ctc,Chetco,Eyak-Athabaskan
ctd,Tedim Chin,Sino-Tibetan
cte,Tepinapa Chinantec,Otomanguean
ctg,Chittagonian,Indo-European
cth,Thaiphum Chin,Sino-Tibetan
ctl,Tlacoatzintepec Chinantec,Otomanguean
ctm,Chitimacha,Language isolate
ctn,Chhintang,Sino-Tibetan
cto,Embera Catío,Chocoan
ctp,Western Highland Chatino,Otomanguean
cts,"Bikol, Northern Catanduanes",Austronesian
ctt,"Chetti, Wayanad",Dravidian
ctu,Chol,Mayan
cty,"Chetti, Moundadan",Mixed language
ctz,Zacatepec Chatino,Otomanguean
cua,Cua,Austro-Asiatic
cub,Cubeo,Tucanoan
cuc,Usila Chinantec,Otomanguean
cuh,Gichuka,Niger-Congo
cui,Cuiba,Guajiboan
cuj,Mashco Piro,Maipurean
cuk,San Blas Kuna,Chibchan
cul,Kulina,Arauan
cuo,Cumanagoto,Cariban
cup,Cupeño,Uto-Aztecan
cuq,Cun,Kra-Dai
cur,Chhiling,Sino-Tibetan
cut,Teutila Cuicatec,Otomanguean
cuu,Tai Ya,Kra-Dai
cuv,Cuvok,Afro-Asiatic
cuw,Chukwa,Sino-Tibetan
cux,Tepeuxila Cuicatec,Otomanguean
cuy,Cuitlatec,Language isolate
cvg,Chug,Sino-Tibetan
cvn,"Chinantec, Valle Nacional",Otomanguean
cwa,Kabwa,Niger-Congo
cwb,Maindo,Niger-Congo
cwd,Woods Cree,Algic
cwe,Kwere,Niger-Congo
cwg,Cheq Wong,Austro-Asiatic
cwt,Kuwaataay,Niger-Congo
cxh,Cha’ari,Afro-Asiatic
cya,Nopala Chatino,Otomanguean
cyb,Cayubaba,Language isolate
cym,Welsh,Indo-European
cyo,Cuyonon,Austronesian
czh,"Chinese, Huizhou",Sino-Tibetan
czk,Knaanic,Indo-European
czn,Zenzontepec Chatino,Otomanguean
czo,"Chinese, Min Zhong",Sino-Tibetan
czt,Zotung Chin,Sino-Tibetan
daa,Dangaléat,Afro-Asiatic
dac,Dambi,Austronesian
dad,Marik,Austronesian
dae,Duupa,Niger-Congo
dag,Dagbani,Niger-Congo
dah,Gwahatike,Trans-New Guinea
dai,Day,Niger-Congo
daj,Dar Fur Daju,Nilo-Saharan
dak,Dakota,Siouan-Catawban
dal,Dahalo,Afro-Asiatic
dam,Damakawa,Niger-Congo
dan,Danish,Indo-European
dao,Daai Chin,Sino-Tibetan
daq,"Maria, Dandami",Dravidian
dar,Dargwa,Nakh-Daghestanian
das,Daho-Doo,Niger-Congo
dau,"Daju, Dar Sila",Nilo-Saharan
dav,Dawida,Niger-Congo
daw,Davawenyo,Austronesian
dax,Dayi,Australian
daz,Dao,Trans-New Guinea
dba,Bangime,Language isolate
dbb,Deno,Afro-Asiatic
dbd,Dadiya,Niger-Congo
dbe,Dabe,Tor-Kwerba
dbf,Edopi,Lakes Plain
dbg,"Dogon, Dogul Dom",Niger-Congo
dbi,Doka,Niger-Congo
dbj,Ida’an,Austronesian
dbl,Dyirbal,Australian
dbm,Duguri,Niger-Congo
dbn,Duriankere,Trans-New Guinea
dbo,Dulbu,Niger-Congo
dbp,Duwai,Afro-Asiatic
dbq,Daba,Afro-Asiatic
dbr,Dabarre,Afro-Asiatic
dbt,"Dogon, Ben Tey",Niger-Congo
dbu,"Dogon, Bondum Dom",Niger-Congo
dbv,Dungu,Niger-Congo
dbw,"Dogon, Bankan Tey",Niger-Congo
dby,Dibiyaso,Trans-New Guinea
dcc,Deccan,Indo-European
dcr,Negerhollands,Creole
ddd,Dongotono,Nilo-Saharan
dde,Doondo,Niger-Congo
ddg,Fataluku,Trans-New Guinea
ddi,"Goodenough, West",Austronesian
ddj,Jaru,Australian
ddn,Dendi,Nilo-Saharan
ddo,Dido,Nakh-Daghestanian
dds,"Dogon, Donno So",Niger-Congo
ddw,Dawera-Daweloor,Austronesian
dec,Dagik,Niger-Congo
ded,Dedua,Trans-New Guinea
dee,Dewoin,Niger-Congo
def,Dezfuli,Indo-European
deg,Degema,Niger-Congo
deh,Dehwari,Indo-European
dei,Demisa,East Geelvink Bay
dek,Dek,Niger-Congo
dem,Dem,Trans-New Guinea
dep,"Delaware, Pidgin",Pidgin
deq,Dendi,Niger-Congo
der,Deori,Sino-Tibetan
des,Desano,Tucanoan
deu,Standard German,Indo-European
dev,Domung,Trans-New Guinea
dez,Dengese,Niger-Congo
dga,Southern Dagaare,Niger-Congo
dgb,"Dogon, Bunoge",Niger-Congo
dgc,Casiguran Dumagat Agta,Austronesian
dgd,Dagaari Dioula,Niger-Congo
dge,Degenang,Trans-New Guinea
dgg,Doga,Austronesian
dgh,Dghwede,Afro-Asiatic
dgi,Northern Dagara,Niger-Congo
dgk,Dagba,Nilo-Saharan
dgl,Andaandi,Nilo-Saharan
dgn,Dagoman,Australian
dgo,Dogri,Indo-European
dgr,Tlicho,Eyak-Athabaskan
dgs,Dogoso,Niger-Congo
dgt,Ndra’ngith,Australian
dgx,Doghoro,Trans-New Guinea
dgz,Daga,Trans-New Guinea
dhd,Dhundari,Indo-European
dhg,Dhangu-Djangu,Australian
dhi,Dhimal,Sino-Tibetan
dhl,Dhalandji,Australian
dhm,Dhimba,Niger-Congo
dhn,Dangi,Indo-European
dho,Dhodia,Indo-European
dhr,Dhargari,Australian
dhs,Dhaiso,Niger-Congo
dhu,Dhurga,Australian
dhv,Drehu,Austronesian
dhw,Danuwar,Indo-European
dhx,Dhungaloo,Australian
dia,Dia,Torricelli
dib,South Central Dinka,Nilo-Saharan
dic,"Dida, Lakota",Niger-Congo
did,Didinga,Nilo-Saharan
dig,Chidigo,Niger-Congo
dih,Kumiai,Cochimí-Yuman
dii,Dimbong,Niger-Congo
dij,Dai,Austronesian
dik,Southwestern Dinka,Nilo-Saharan
dil,Dilling,Nilo-Saharan
dim,Dime,Afro-Asiatic
dio,Dibo,Niger-Congo
dip,Northeastern Dinka,Nilo-Saharan
diq,Southern Zazaki,Indo-European
dir,Dirim,Niger-Congo
dis,Dimasa,Sino-Tibetan
diu,Gciriku,Niger-Congo
div,Maldivian,Indo-European
diw,Northwestern Dinka,Nilo-Saharan
dix,Dixon Reef,Austronesian
diy,Diuwe,Trans-New Guinea
diz,Ding,Niger-Congo
djb,Djinba,Australian
djc,Dar Daju Daju,Nilo-Saharan
djd,Djamindjung,Australian
dje,Zarma,Nilo-Saharan
djf,Djangun,Australian
dji,Djinang,Australian
djj,Djeebbana,Australian
djk,Aukan,Creole
djm,"Dogon, Jamsay",Niger-Congo
djn,Djauan,Australian
djo,Jangkang,Austronesian
djr,Djambarrpuyngu,Australian
dju,Kapriman,Sepik
djw,Djawi,Australian
dka,Dakpakha,Sino-Tibetan
dkg,Kadung,Niger-Congo
dkk,Dakka,Austronesian
dkr,Kuijau,Austronesian
dks,Southeastern Dinka,Nilo-Saharan
dkx,Mazagway-Hidi,Afro-Asiatic
dlg,Dolgan,Turkic
dlk,Dahalik,Afro-Asiatic
dlm,Dalmatian,Indo-European
